x,y,z,T
-0.011191239,0.025,0.878363708,14502.44203
-0.007139786,0.020143788,0.878573836,14540.13072
0.010779643,0.025,0.867966043,14524.56349
-6.38E-04,0.017044605,0.877268084,14543.15878
0.003441711,0.025,0.871379558,14531.15923
-0.003834932,0.025,0.874807811,14512.96393
-0.003223571,0.018687008,0.873480135,14552.71323
-0.04,0.015,0.845454545,14584.50654
-0.04,0.015250564,0.845454545,14586.46547
-0.032127554,0.015,0.840909091,14582.98637
-0.044741194,-0.001757126,0.876084643,14536.63891
-0.045588393,0.005356493,0.881074988,14521.44781
-0.044539385,0.01936315,0.890883113,14482.48086
-0.037575708,0.020218415,0.886341347,14510.94189
-0.045462562,0.012169751,0.886016771,14506.77579
-0.05,0.010195389,0.881172807,14483.00816
-0.042282514,0.025,0.886354567,14456.42008
-0.05,0.017360549,0.886355564,14451.34532
-0.05,0.025,0.89089773,14384.64464
-0.045452345,-0.013824672,0.868887182,14548.36198
-0.05,-0.01766155,0.868298999,14495.63096
-0.04,-0.015,0.836363636,14599.69133
-0.040252312,-0.015,0.836363636,14601.62697
-0.04,-0.007127554,0.831818182,14593.95538
-0.04,3.87E-04,0.836363636,14583.68239
-0.040250021,3.87E-04,0.83636361,14586.39839
0.042422538,-0.025,0.82272713,14567.10355
0.034594753,-0.025,0.827272444,14578.05136
0.026573212,-0.025,0.83181775,14578.97928
0.030150868,-0.020860193,0.827262423,14618.35135
0.03724872,-0.019412713,0.822729036,14626.29302
0.018613251,-0.025,0.836362999,14574.16177
0.01445268,-0.020933433,0.837434257,14608.10806
0.010717389,-0.025,0.841349616,14567.96465
0.021674295,-0.020693764,0.831896877,14615.4247
0.008250984,-0.020096567,0.842524325,14604.64571
0.002387791,-0.019580647,0.845191549,14601.26508
0.003737575,-0.025,0.838264933,14575.96641
-0.003328585,-0.025,0.844362929,14580.05492
6.38E-04,-0.016966483,0.849999374,14592.68636
-0.05,-0.025,0.863636364,14448.90672
-0.018728713,-0.025,0.845249868,14568.86683
-0.013238756,-0.02050552,0.845283727,14600.4317
-0.010962347,-0.025,0.840389169,14575.53804
-0.008510212,-0.016975912,0.845454282,14602.30105
-0.026548876,-0.025,0.84999908,14561.40069
-0.02069691,-0.019890751,0.849882864,14597.07351
-0.034544331,-0.025,0.854544217,14545.51441
-0.038099226,-0.020350817,0.859089681,14571.18804
-0.042395503,-0.025,0.859089311,14512.55792
-0.029702651,-0.020786135,0.853777184,14585.88054
-0.043131354,-0.018635628,0.862484339,14559.19197
-0.05,0.003198702,0.875759786,14498.68039
-0.044776888,-0.007683115,0.871788162,14545.74294
-0.05,-0.003775192,0.870289811,14511.28087
-0.05,-0.010650797,0.864672687,14523.28472
-0.030066445,0.021247702,0.88183102,14522.55857
-0.03444201,0.025,0.881809532,14483.95964
-0.026509541,0.025,0.877264642,14502.48588
-0.021348907,0.020604398,0.877592492,14539.30303
0.008510208,0.017037055,0.863635217,14571.99198
0.013966856,0.020740368,0.863395463,14565.6555
0.018612866,0.025,0.863633897,14526.55623
0.026550668,0.025,0.859089155,14533.05374
0.02211145,0.021132439,0.859046614,14570.05683
0.034537297,0.025,0.854544178,14537.75752
0.029340928,0.019927383,0.854544593,14579.62132
0.042364805,0.025,0.849999087,14527.27396
0.036639947,0.019338818,0.849999436,14584.85884
0.04,-0.015,0.790909091,14649.80708
0.04,-0.01525102,0.790909091,14651.92555
0.032127554,-0.015,0.786363636,14640.1987
0.04,-3.87E-04,0.809090909,14621.29099
0.040250158,-3.87E-04,0.809090906,14623.72595
0.04,0.007127554,0.804545455,14625.76749
0.05,-0.025,0.818181818,14508.06412
0.044268942,-0.019372449,0.81818534,14609.75756
0.05,-0.017606576,0.822597903,14563.06693
0.04,0.015,0.809090909,14629.54368
0.040252131,0.015,0.809090909,14631.52714
0.05,-0.010260069,0.826542899,14577.36792
0.045604599,-0.012276539,0.822432219,14618.12102
0.043567642,0.018055932,0.846718026,14581.50155
0.05,0.025,0.845454545,14473.47694
0.044700587,-0.005408127,0.826618062,14617.30894
0.05,-0.003079652,0.830401882,14573.31259
0.05,0.003802869,0.833950537,14569.71357
0.044983027,0.001581893,0.830736403,14609.68399
0.044490844,0.007645862,0.835110993,14604.10808
0.05,0.01056106,0.837284451,14558.83663
0.044761864,0.012498561,0.841179488,14593.06669
0.05,0.017659775,0.840908589,14535.51008
-0.013123801,0.02087551,0.874523766,14547.79771
-0.018711146,0.025,0.873026671,14514.80889
-0.011174745,0.025,0.869191818,14521.90284
-0.007650594,0.019685727,0.868779537,14562.03663
0.010901374,0.025,0.858666398,14545.90983
0.003384599,0.025,0.862402035,14544.31106
-0.002006895,0.019938927,0.863887306,14569.22547
-0.003806157,0.025,0.865630241,14531.86638
-0.04,0.015,0.836363636,14598.79884
-0.04,0.015250347,0.836363636,14600.74629
-0.032127554,0.015,0.831818182,14598.51831
-0.044749407,-0.001786399,0.867006921,14555.3838
-0.045275349,0.005356133,0.871994924,14542.24622
-0.037598206,0.020361737,0.877259363,14530.84344
-0.045615216,0.012222351,0.876913009,14526.54049
-0.05,0.010233419,0.872035553,14502.70493
-0.04479925,0.019775889,0.88181236,14499.14827
-0.042326427,0.025,0.877267328,14476.03115
-0.05,0.01742948,0.877267968,14470.38618
-0.05,0.025,0.881812236,14398.77738
-0.045381233,-0.013837036,0.859802051,14565.70951
-0.05,-0.017679945,0.859089258,14512.43592
-0.04,-0.015,0.827272727,14611.24221
-0.040252326,-0.015,0.827272727,14613.21421
-0.04,-0.007127554,0.822727273,14605.0384
-0.04,3.87E-04,0.827272727,14601.51846
-0.040250139,3.87E-04,0.827272715,14603.84343
0.042324392,-0.025,0.813636294,14576.11684
0.026575836,-0.025,0.82272703,14589.86997
0.038165311,-0.020778662,0.813644405,14630.61789
0.034572265,-0.025,0.818181662,14596.99276
0.022252739,-0.021178297,0.822765371,14626.87167
0.018650629,-0.025,0.827424331,14585.84419
0.028704213,-0.019803615,0.818245266,14635.43285
0.014841162,-0.021364729,0.827619972,14622.04949
0.010721707,-0.025,0.832182779,14583.37406
0.008319019,-0.020045131,0.833505037,14619.37668
0.002539562,-0.019672896,0.835921446,14616.18825
0.003739698,-0.025,0.829189147,14589.4248
-0.003330252,-0.025,0.835272343,14593.88791
6.38E-04,-0.016963211,0.840908776,14607.04566
-0.008510213,-0.016989586,0.836363509,14618.48848
-0.044175071,-0.019681024,0.854659671,14561.73158
-0.05,-0.025,0.854545455,14457.1175
-0.010977789,-0.025,0.831280084,14588.95606
-0.014035756,-0.020995874,0.836183468,14613.62165
-0.018721228,-0.025,0.836187035,14580.95925
-0.021479827,-0.019896199,0.840908676,14609.60469
-0.026561026,-0.025,0.840908626,14570.77235
-0.042368957,-0.025,0.849999111,14533.62702
-0.034544256,-0.025,0.845453907,14562.74468
-0.028598318,-0.019965896,0.845397106,14601.46386
-0.036347443,-0.019857871,0.85006166,14591.58876
-0.05,0.003235763,0.866630316,14517.81646
-0.05,-0.003754881,0.861173407,14529.64908
-0.044807962,-0.007881803,0.862614786,14563.76501
-0.05,-0.010557639,0.855502954,14539.71897
-0.034543126,0.025,0.872722024,14508.65781
-0.028725321,0.020135802,0.8727586,14547.54088
-0.020784558,0.020351298,0.868399937,14559.4134
-0.026572838,0.025,0.868177173,14524.37449
0.00851021,0.017039636,0.854544894,14588.2155
0.018613143,0.025,0.854544075,14546.61105
0.013998919,0.021050667,0.854331345,14580.29866
0.02654377,0.025,0.849999059,14554.31194
0.020645445,0.019561483,0.849972772,14590.74671
0.034537654,0.025,0.845453894,14557.24767
0.028593666,0.019596405,0.845454144,14594.4918
0.042338933,0.025,0.840908734,14539.16516
0.037275971,0.019875407,0.840908751,14597.48686
0.04,-0.015,0.781818182,14662.17767
0.04,-0.015250924,0.781818182,14664.0281
0.032127554,-0.015,0.777272727,14655.21163
0.04,-3.87E-04,0.8,14632.75315
0.040250012,-3.87E-04,0.799999999,14635.14565
0.04,0.007127554,0.795454545,14633.89291
0.04,0.015,0.8,14640.36705
0.040251901,0.015,0.8,14642.38823
0.045007367,-0.02000213,0.809090855,14614.81319
0.05,-0.025,0.809090909,14516.12997
0.05,-0.017640067,0.813349946,14573.75424
0.045823322,-0.012606844,0.813945746,14628.81192
0.05,-0.010316119,0.817467497,14586.49753
0.05,-0.003184083,0.821215192,14586.93534
0.045103239,-0.005407257,0.817505009,14630.11516
0.043582782,0.018900767,0.838145485,14589.42568
0.05,0.025,0.836363636,14482.76114
0.05,0.003819971,0.824853439,14582.09664
0.045006613,0.001607395,0.821674648,14623.55323
0.045487246,0.013712835,0.832497731,14601.43095
0.05,0.010702293,0.828307917,14577.68048
0.044712977,0.007818604,0.826266297,14616.23685
0.05,0.017749545,0.831817907,14545.88459
-0.0138544,0.021367896,0.864200466,14566.31854
-0.018726096,0.025,0.86387774,14531.05029
-0.011217501,0.025,0.860161063,14541.42368
-0.007324234,0.0195712,0.861587962,14575.89101
0.010923905,0.025,0.849543956,14561.11511
-6.38E-04,0.017012291,0.859089655,14578.78516
0.003328895,0.025,0.853453216,14562.353
-0.003854164,0.025,0.856669421,14546.85448
-0.002795932,0.01900046,0.854757868,14588.08836
-0.044988864,-0.001536506,0.858140216,14572.64875
-0.04,0.015,0.827272727,14609.85192
-0.04,0.015250354,0.827272727,14611.88737
-0.032127554,0.015,0.822727273,14609.31508
-0.045311448,0.005403136,0.862927769,14561.10161
-0.045541622,0.012234744,0.867816065,14546.03053
-0.037679199,0.020340021,0.86817246,14550.07834
-0.05,0.01036504,0.86284663,14521.34975
-0.044817829,0.019748175,0.872649137,14518.28944
-0.042291192,0.025,0.868178801,14493.99588
-0.05,0.017554304,0.868179065,14488.76423
-0.05,0.025,0.872724342,14420.08754
-0.045397511,-0.013320799,0.850861121,14581.54944
-0.05,-0.017747115,0.850318025,14524.51916
-0.04,-0.015,0.818181818,14621.71116
-0.040252473,-0.015,0.818181818,14623.8674
-0.04,-0.007127554,0.813636364,14612.94834
-0.04,3.87E-04,0.818181818,14612.4821
-0.040250125,3.87E-04,0.818181812,14614.90803
0.042370913,-0.025,0.804545415,14590.13796
0.034580634,-0.025,0.809090829,14604.93715
0.037011014,-0.01963839,0.804507042,14648.3865
0.018697589,-0.025,0.818386621,14600.69537
0.026560115,-0.025,0.813636231,14606.71947
0.020952231,-0.019928727,0.814364968,14642.23791
0.029367136,-0.019938373,0.809145045,14646.66224
0.011092663,-0.025,0.823572716,14596.01585
0.014496261,-0.021034535,0.817902044,14636.98684
0.008313149,-0.020045827,0.824397867,14633.16497
0.002885903,-0.019076134,0.827251875,14630.77052
0.003766862,-0.025,0.820116988,14602.74499
6.38E-04,-0.016972097,0.831818025,14623.19996
-0.003515453,-0.025,0.825842299,14606.98078
-0.008510214,-0.016992618,0.827272667,14634.86795
-0.013562926,-0.019935812,0.827028322,14631.44901
-0.01104455,-0.025,0.822062782,14605.23062
-0.018633813,-0.025,0.827272539,14589.90618
-0.043552899,-0.01808498,0.846739597,14587.77356
-0.05,-0.025,0.845454545,14479.1443
-0.02223323,-0.021144003,0.831759922,14618.09583
-0.026578571,-0.025,0.831817928,14580.65156
-0.042340058,-0.025,0.840908739,14544.5092
-0.029470791,-0.020617704,0.836382967,14611.82616
-0.034572419,-0.025,0.836363305,14572.0968
-0.037036312,-0.020358262,0.841138208,14602.12244
-0.05,0.003235037,0.857559357,14537.58902
-0.05,-0.003776282,0.852087062,14545.00621
-0.044835626,-0.007264535,0.85389791,14579.71431
-0.05,-0.010596903,0.846407343,14557.33099
-0.030150183,0.021046679,0.863627651,14562.52403
-0.034498849,0.025,0.863633326,14522.15922
-0.022198139,0.021335254,0.859105221,14572.77903
-0.026559292,0.025,0.859105521,14536.82669
0.008510212,0.017054755,0.845454272,14599.87701
0.018677645,0.025,0.845367191,14565.10643
0.013122829,0.019104006,0.844943766,14599.77466
0.026499425,0.025,0.84094213,14565.43587
0.021475323,0.019908837,0.840908668,14602.78273
0.034585602,0.025,0.836363303,14565.89642
0.029353041,0.019959811,0.836363375,14606.93217
0.042394907,0.025,0.831817937,14551.33735
0.037329328,0.019899704,0.831817999,14609.27267
0.04,-0.015,0.772727273,14669.78752
0.04,-0.015250742,0.772727273,14671.83791
0.032127554,-0.015,0.768181818,14663.56653
0.04,-3.87E-04,0.790909091,14641.17612
0.040250017,-3.87E-04,0.79090909,14643.73167
0.04,0.007127554,0.786363636,14647.43372
0.05,-0.025,0.8,14529.92871
0.044474355,-0.019158186,0.799965655,14632.99292
0.05,-0.017652716,0.804323905,14584.2445
0.04,0.015,0.790909091,14652.57922
0.040251988,0.015,0.790909091,14654.58886
0.05,-0.01037944,0.808281322,14602.79018
0.045532624,-0.012281148,0.804237054,14641.98653
0.044705171,-0.005353973,0.808446702,14643.80659
0.05,-0.003248094,0.812071617,14599.90972
0.05,0.003810379,0.81576365,14594.57968
0.044952162,0.001739345,0.812395618,14637.07187
0.05,0.025,0.827272727,14491.3884
0.044115893,0.018895562,0.828346075,14601.62249
0.05,0.010687214,0.819213894,14589.82505
0.044706607,0.007702858,0.817180811,14628.81158
0.044869015,0.013403145,0.823066945,14617.35889
0.05,0.017810343,0.82307176,14558.38757
-0.008269192,0.020122349,0.851621438,14592.24533
-0.014325634,0.020900099,0.854339817,14584.27579
-0.018761339,0.025,0.854860964,14548.65438
-0.011079181,0.025,0.850873312,14554.5823
0.010798462,0.025,0.840724279,14569.55768
-6.38E-04,0.017026669,0.849999355,14594.18609
0.003328101,0.025,0.844362914,14577.99108
-0.00373564,0.025,0.84749666,14562.31491
-0.002537082,0.019703766,0.845039025,14601.9945
-0.04,0.015,0.818181818,14619.66862
-0.04,0.015250354,0.818181818,14621.79181
-0.032127554,0.015,0.813636364,14620.14883
-0.044527055,-0.005351419,0.846626864,14593.62035
-0.044724369,-1.45E-04,0.85117913,14585.30416
-0.044700344,0.019536393,0.863616622,14538.17181
-0.04537332,0.012359968,0.858744099,14564.88841
-0.038353194,0.020985907,0.859084213,14562.52995
-0.05,0.010342383,0.853778959,14538.33154
-0.045065884,0.006200523,0.854157538,14577.1595
-0.05,0.017589333,0.858896528,14506.98876
-0.042378747,0.025,0.859089423,14510.38545
-0.05,0.025,0.863636364,14439.92601
-0.044244036,-0.012867531,0.841500439,14600.48918
-0.05,-0.017648203,0.840908595,14541.64433
-0.04,-0.015,0.809090909,14635.14327
-0.040252812,-0.015,0.809090909,14637.111
-0.04,-0.007127554,0.804545455,14629.29202
-0.04,3.87E-04,0.809090909,14623.11807
-0.040250091,3.87E-04,0.809090906,14625.50689
0.042371168,-0.025,0.795454524,14596.59975
0.034593183,-0.025,0.799999958,14611.44256
0.026570326,-0.025,0.804545388,14615.06369
0.038232893,-0.020824253,0.795353675,14649.7652
0.018684615,-0.025,0.809263088,14612.77492
0.029785348,-0.020853406,0.799375155,14652.65706
0.014102292,-0.020710091,0.80953051,14646.88533
0.011022022,-0.025,0.814352197,14607.00964
0.021237191,-0.020400962,0.805180694,14652.52383
0.008245455,-0.020017705,0.815358318,14645.80544
0.002461714,-0.019720165,0.817649824,14642.26439
0.003731655,-0.025,0.810908991,14613.26749
-0.003469412,-0.025,0.816836576,14619.26735
6.38E-04,-0.016980934,0.822727195,14635.63753
-0.008510214,-0.016989773,0.81818179,14644.70935
-0.013114384,-0.019657419,0.818688131,14640.22149
-0.01104916,-0.025,0.812963471,14616.96906
-0.021488446,-0.020244635,0.822737808,14634.69019
-0.018621675,-0.025,0.818181722,14607.94309
-0.026569651,-0.025,0.822727135,14596.22045
-0.043806349,-0.018750035,0.8381034,14595.23881
-0.05,-0.025,0.836363636,14488.12795
-0.030162195,-0.021103802,0.827289377,14621.25507
-0.04239595,-0.025,0.831817928,14554.80369
-0.034582106,-0.025,0.827272546,14582.06007
-0.037867498,-0.021067239,0.832045603,14607.92249
-0.05,0.00325701,0.848432992,14553.59718
-0.05,-0.003737406,0.842961697,14560.34724
-0.044210665,-0.006730971,0.840641522,14605.23115
-0.05,-0.010555138,0.837284454,14565.55854
-0.034446614,0.025,0.854478915,14542.25085
-0.029445229,0.020552071,0.85452426,14581.69548
-0.026524894,0.025,0.849956936,14557.54641
-0.020819878,0.020162272,0.850010131,14592.46243
0.008510213,0.017037806,0.836363506,14612.89971
0.013167456,0.018795973,0.835783411,14614.42638
0.018675639,0.025,0.836307385,14575.53501
0.026567652,0.025,0.831817938,14577.912
0.021536911,0.019826419,0.831817958,14615.11981
0.034603611,0.025,0.827272549,14574.92321
0.030032169,0.020557747,0.827272589,14616.96912
0.042398014,0.025,0.822727145,14563.62048
0.037354573,0.019855985,0.822727176,14622.20256
0.04,-0.015,0.763636364,14680.87368
0.04,-0.0152507,0.763636364,14682.84887
0.032127554,-0.015,0.759090909,14675.9364
0.04,-3.87E-04,0.781818182,14655.19828
0.040250107,-3.87E-04,0.781818182,14657.51221
0.04,0.007127554,0.777272727,14659.70145
0.04,0.015,0.781818182,14665.56675
0.040252209,0.015,0.781818182,14667.4316
0.05,-0.025,0.790909091,14536.16276
0.04502383,-0.020046909,0.790909076,14634.21399
0.05,-0.017685098,0.795264529,14593.81699
0.045561418,-0.012256974,0.795103387,14651.81494
0.05,-0.010383056,0.799244037,14612.37196
0.05,-0.003205672,0.803040759,14611.69417
0.044875485,-0.005389459,0.799400468,14653.8747
0.044987282,0.001696181,0.803442732,14648.66011
0.05,0.003786372,0.806661281,14606.80282
0.05,0.025,0.818181818,14510.04385
0.05,0.010559877,0.81004439,14599.95126
0.045096099,0.013142874,0.813660063,14629.52992
0.044676685,0.007831939,0.808060558,14641.06922
0.05,0.017723006,0.813636293,14573.08538
0.043535877,0.017928391,0.81832302,14622.67482
-0.008242384,0.0200323,0.842689541,14606.60798
-0.014054763,0.020584077,0.845895318,14597.33184
-0.018602873,0.025,0.845453325,14564.39585
-0.010716928,0.025,0.841349597,14569.37464
0.010802922,0.025,0.831634979,14581.9713
-6.38E-04,0.017012318,0.840908768,14607.27317
0.003473861,0.025,0.835025342,14590.74465
-0.00373766,0.025,0.83826492,14574.95455
-0.00255448,0.019710062,0.835915593,14614.3518
-0.04,0.015,0.809090909,14631.88882
-0.04,0.015250414,0.809090909,14633.91412
-0.032127554,0.015,0.804545455,14627.91625
-0.045505715,0.004886717,0.844998772,14592.019
-0.045601573,0.012308638,0.849674452,14580.13759
-0.05,0.010411757,0.844609866,14554.18939
-0.045000094,0.020018248,0.854544318,14551.73019
-0.037430926,0.019714306,0.849999046,14587.79662
-0.042342456,0.025,0.849999116,14531.74352
-0.05,0.017619574,0.849834496,14524.1399
-0.05,0.025,0.854545455,14453.8361
-0.045418693,-0.013625541,0.832604037,14608.07675
-0.05,-0.017744795,0.831817909,14551.57118
-0.04,-0.015,0.8,14647.97445
-0.04025318,-0.015,0.8,14649.81858
-0.04,-0.007127554,0.795454545,14639.84418
-0.04,3.87E-04,0.8,14629.72708
-0.040250068,3.87E-04,0.799999999,14632.46011
0.042393389,-0.025,0.786363625,14609.2
0.026576,-0.025,0.79545451,14619.89358
0.034575963,-0.025,0.790909069,14625.25694
0.037169669,-0.019324846,0.786327037,14666.96419
0.018618726,-0.025,0.799999946,14618.92296
0.022235513,-0.021080472,0.79541972,14657.32165
0.02906855,-0.020042703,0.790150652,14661.59556
0.014760087,-0.02116071,0.800353666,14655.599
0.010721647,-0.025,0.804863148,14618.19537
0.008208617,-0.020167767,0.806016051,14655.48503
0.002897723,-0.018977918,0.809238376,14654.23155
0.003731682,-0.025,0.80181813,14623.82148
-0.003529787,-0.025,0.807632646,14629.88876
6.38E-04,-0.016984593,0.813636326,14647.21482
-0.008510214,-0.017005385,0.809090896,14652.07655
-0.013617393,-0.020753299,0.809526386,14649.80298
-0.011003525,-0.025,0.803963712,14624.04851
-0.018708525,-0.025,0.808947755,14617.20497
-0.020669185,-0.019553387,0.813693625,14647.8912
-0.026526678,-0.025,0.813655731,14612.11455
-0.028766707,-0.019577012,0.818181762,14639.34098
-0.034559382,-0.025,0.818181725,14599.86731
-0.044055001,-0.018810389,0.828430821,14608.39829
-0.05,-0.025,0.827272727,14497.52374
-0.037209206,-0.019649786,0.822749484,14628.21573
-0.042387031,-0.025,0.82272714,14572.15734
-0.05,0.003272493,0.839346147,14565.85941
-0.044391267,-0.001069435,0.839579166,14603.82366
-0.05,-0.003801362,0.833950538,14576.21891
-0.044369866,-0.007648417,0.835121128,14611.23393
-0.05,-0.010699634,0.828307918,14583.42146
-0.03459276,0.025,0.845453553,14561.53769
-0.028737448,0.019547676,0.845453692,14598.73027
-0.021373341,0.020005068,0.840935116,14607.28163
-0.026601905,0.025,0.840908276,14569.14848
0.008510214,0.017009188,0.827272666,14624.93158
0.013170845,0.018763197,0.826691349,14626.51398
0.018678409,0.025,0.827193528,14587.05017
0.026516634,0.025,0.822760934,14588.84607
0.021540195,0.019818991,0.822727159,14626.44653
0.034573029,0.025,0.818181727,14593.65286
0.028636555,0.019466872,0.818181759,14631.28701
0.04235165,0.025,0.813636314,14573.27841
0.037697529,0.020849661,0.813650612,14628.29293
0.04,-0.015,0.754545455,14691.00299
0.04,-0.015250641,0.754545455,14693.03278
0.032127554,-0.015,0.75,14684.0582
0.04,-3.87E-04,0.772727273,14665.01091
0.040250088,-3.87E-04,0.772727273,14667.42378
0.04,0.007127554,0.768181818,14667.40662
0.04,0.015,0.772727273,14674.61788
0.040252095,0.015,0.772727273,14676.62376
0.05,-0.025,0.781818182,14549.48915
0.044738632,-0.01958995,0.781800753,14648.28395
0.05,-0.017678911,0.786081653,14603.98825
0.05,-0.010355261,0.790254981,14622.47724
0.04560607,-0.012304171,0.786032345,14661.38764
0.044702446,-0.00542476,0.790263663,14664.29033
0.05,-0.003241685,0.793929017,14622.08347
0.05,0.003707143,0.7974905,14618.24353
0.045008994,0.001634407,0.794376541,14659.16623
0.05,0.010559219,0.800958894,14611.96178
0.044888225,0.008337566,0.798717998,14652.17069
0.04411581,0.019750346,0.809149988,14620.08214
0.05,0.025,0.809090909,14514.91234
0.045406414,0.013571924,0.805269943,14639.64971
0.05,0.017707875,0.804545419,14584.6179
-0.008432255,0.020116676,0.833525135,14619.02956
-0.014443695,0.020816171,0.837452838,14610.524
-0.018612426,0.025,0.836362984,14577.02653
-0.010721834,0.025,0.832182768,14583.38804
0.010804896,0.025,0.822546045,14593.13613
-6.38E-04,0.017005178,0.831818022,14618.22705
0.003455546,0.025,0.825957923,14602.20212
-0.003732516,0.025,0.829090547,14586.79948
-0.002472648,0.019749284,0.826723418,14625.24391
-0.04,0.015,0.8,14642.73683
-0.04,0.015250496,0.8,14644.70993
-0.032127554,0.015,0.795454545,14638.68615
-0.044925748,-0.001694952,0.83067062,14617.36603
-0.044708403,0.019575948,0.845439483,14571.55869
-0.037747659,0.019714241,0.840908581,14602.41962
-0.045534361,0.005424539,0.835628201,14606.63351
-0.045533313,0.012246334,0.840555256,14595.58036
-0.05,0.010361532,0.835582971,14567.84002
-0.042396924,0.025,0.840908639,14544.16068
-0.05,0.017617547,0.840683631,14538.75098
-0.05,0.025,0.845454545,14473.97386
-0.044703,-0.013276086,0.823384803,14623.17279
-0.05,-0.017756194,0.82272713,14565.13043
-0.04,-0.015,0.790909091,14658.54963
-0.040253367,-0.015,0.790909091,14660.45842
-0.04,-0.007127554,0.786363636,14648.7131
-0.04,3.87E-04,0.790909091,14643.69464
-0.040250079,3.87E-04,0.79090909,14646.11265
0.042364527,-0.025,0.777272722,14615.44848
0.038346439,-0.02074578,0.777281296,14669.04242
0.034497417,-0.025,0.781817743,14632.24545
0.026566944,-0.025,0.786363618,14632.85224
0.018613415,-0.025,0.790909063,14630.94315
0.02938863,-0.019874028,0.78176739,14673.24179
0.011022304,-0.025,0.796165689,14626.41504
0.014139841,-0.020611356,0.791350917,14665.34005
0.020637534,-0.019486279,0.786309906,14671.33438
0.008243364,-0.0200302,0.797170834,14664.77182
0.002385776,-0.019689977,0.799541979,14661.76213
0.003732107,-0.025,0.792727246,14631.90001
-0.003331703,-0.025,0.798909063,14638.64098
6.38E-04,-0.017013453,0.804545436,14657.16746
-0.008510214,-0.017035904,0.799999994,14666.88364
-0.010889499,-0.025,0.795090889,14637.03503
-0.013995629,-0.020726161,0.799731005,14661.66658
-0.021783487,-0.020628878,0.803874385,14658.19618
-0.018640291,-0.025,0.799999975,14623.16951
-0.026642826,-0.025,0.804595334,14617.71066
-0.05,-0.025,0.818181818,14517.11525
-0.02935664,-0.020611581,0.809043839,14649.77721
-0.037339474,-0.019845569,0.813636315,14640.76727
-0.042391979,-0.025,0.813636298,14582.00627
-0.03459852,-0.025,0.809090863,14608.64608
-0.043212715,-0.017831106,0.818346942,14629.90801
-0.05,0.003231836,0.830401881,14579.6516
-0.05,-0.003818639,0.824853439,14587.02422
-0.044656358,-0.007672003,0.826334178,14622.35949
-0.05,-0.01068844,0.819213895,14595.02928
-0.029384023,0.019938281,0.836363137,14612.83425
-0.034592149,0.025,0.836363118,14571.38846
-0.021730322,0.020839208,0.831925026,14618.67004
-0.026616498,0.025,0.831817741,14582.76849
0.008510214,0.016991123,0.81818179,14635.75854
0.013174828,0.018742114,0.817598649,14637.37425
0.018702713,0.025,0.818093885,14595.81945
0.026519815,0.025,0.813669912,14598.98508
0.021303598,0.019954881,0.813608248,14636.59365
0.03458237,0.025,0.809090864,14600.17992
0.029370512,0.01984301,0.809090875,14641.50598
0.042396115,0.025,0.80454542,14587.42918
0.036613205,0.019426466,0.804548096,14645.94068
0.04,-0.015,0.745454545,14701.73715
0.04,-0.015250506,0.745454545,14703.72118
0.032127554,-0.015,0.740909091,14697.71732
0.04,-3.87E-04,0.763636364,14674.77354
0.040250009,-3.87E-04,0.763636364,14677.22248
0.04,0.007127554,0.759090909,14681.76732
0.04,0.015,0.763636364,14686.92066
0.040252283,0.015,0.763636364,14688.83147
0.05,-0.025,0.772727273,14557.78332
0.045039183,-0.02004282,0.772727269,14653.15481
0.05,-0.017693041,0.777054295,14612.82451
0.0455872,-0.012312287,0.776942216,14671.97152
0.05,-0.010340063,0.781188838,14632.53431
0.044918974,-0.005401801,0.781213315,14674.70012
0.05,-0.003124599,0.784959604,14632.67483
0.05,0.00369749,0.788393689,14629.46326
0.044941834,0.001698801,0.785271596,14670.69406
0.05,0.025,0.8,14532.95799
0.045503146,0.013775438,0.796244527,14650.01864
0.05,0.010558485,0.791868897,14623.05043
0.044652568,0.007832173,0.789886078,14664.15872
0.05,0.017707046,0.795454527,14596.31476
0.042831776,0.018351834,0.800089945,14645.88393
-0.008312355,0.020052948,0.824396264,14630.23661
-0.014799139,0.021124849,0.827598438,14623.64282
-0.018621326,0.025,0.827272362,14587.33227
-0.011024733,0.025,0.823448482,14593.89919
0.010974823,0.025,0.813205005,14604.68459
-6.38E-04,0.016985027,0.822727195,14628.81633
0.00347761,0.025,0.816829829,14612.68348
-0.003732594,0.025,0.819999806,14596.79695
-0.002854075,0.01912033,0.818138907,14636.64083
-0.04,0.015,0.790909091,14654.02214
-0.04,0.015250506,0.790909091,14655.8613
-0.032127554,0.015,0.786363636,14645.46459
-0.044779729,-0.001763136,0.821698409,14629.43508
-0.045615526,0.005437424,0.826507934,14619.83799
-0.044834207,0.019685888,0.836481913,14584.04197
-0.0377401,0.019613571,0.831817898,14615.94807
-0.045526676,0.012348112,0.831432059,14609.07035
-0.05,0.010401773,0.826486847,14581.3702
-0.042343663,0.025,0.831817944,14556.77052
-0.05,0.017645212,0.831612732,14551.3214
-0.05,0.025,0.836363636,14484.77206
-0.05,-0.017725386,0.813636294,14578.65764
-0.045092669,-0.013475682,0.813700232,14633.84291
-0.04,-0.015,0.781818182,14668.56352
-0.040253178,-0.015,0.781818182,14670.45207
-0.04,-0.007127554,0.777272727,14660.53817
-0.04,3.87E-04,0.781818182,14650.97415
-0.040250084,3.87E-04,0.781818182,14653.62104
